Branch;WHSE;GRP;Code;Description;OH;OnSO;OnPO;AVGCost;Value;Stk Fctr B3 Max;LastGRVDate;LastTransDate;B3Max;GRP Sales;Branch#1;B#1OH;B#1Sales;Branch#2;B#2OH;B#2sales;Branch#3;B#3OH;B#3sales
Wadeville;Wad_MW;REFL;REFJKTOR#2XL;Reflective Vest Orange With Sleeves-2  2XL  ;259;0;0;R68,04;R17 622,52;259,0;2025/05/09;2026/02/17;1,0;17,0;Steelpoort;16;9;Tzaneen;0;5;Wadeville;0;3
Wadeville;Wad_MW;ANS;11-800/07;Ansell Hyflex Foam Nitrile Palm Coat Grey/White S7 Dove ;742;0;0;R23,68;R17 570,56;99,0;;2022/08/25;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212244;MB B/Suit D59 Yellow S82/32  A1ANG600S59-82/32   9000001454;51;5;0;R344,00;R17 544,00;69,0;2025/06/30;2025/07/01;0,7;0,0;Wadeville;139;0;;;;;;
Wadeville;Wad_MW;MB;MBGOCSEGJ5436;MB C/Suit Gold Range J54 Emerald Green S36/92  ;67;0;0;R260,00;R17 420,00;99,0;2021/12/14;2025/01/27;0,0;1,0;Steelpoort;0;1;;;;;;
Wadeville;Wad_MW;GLOV;T55-1725-08;Glove Tilsatec Nitrile Mircofoam Palm Cut A S08 15g Reinforced Thumb Touchscreen Ultrahigh  Abrasion And Comfort ;312;0;0;R55,81;R17 413,72;99,0;2024/11/22;2026/02/24;0,0;0,0;Wadeville;312;0;;;;;;
Wadeville;Wad_MW;MB;AM0212234;MB B/Suit D59 Royal Blue S147/58  A1ANG406B59-147/58   9000001451;40;0;0;R434,40;R17 376,00;24,0;2024/08/01;2023/12/14;1,7;5,0;Wadeville;98;5;;;;;;
Wadeville;Wad_MW;MB;MBSUNHATL;MB Sunhat D59 To Fit Helmet Lime C/W Mesh Flap  ;231;0;0;R75,00;R17 325,00;69,3;2024/11/13;2026/01/08;3,3;62,0;Potchefstroom;2;37;Wadeville;231;14;Steelpoort;0;9
Wadeville;Wad_MW;MB;MBS9MSS600ATFXL;MB Two Tone Yel/Navy Mens S/Sleeve Shirt XL With 50mm Silver Reflective Tape Around The Waist Twice And Around Both Arms;76;0;0;R224,00;R17 024,00;114,0;2025/01/24;2026/02/25;0,7;6,0;Wadeville;76;3;Potchefstroom;0;2;Middelburg;0;1
Wadeville;Wad_MW;MB;AM0212172;MB C/Suit Poly Viscose B/Green Acid Rep S122/48 C150930971T-122/48 Closed Front Arms/Breasts X On Back;57;0;0;R296,91;R16 923,82;99,0;2021/09/15;2023/08/07;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBS9MSS600ATFM;MB Two Tone Yel/Navy Mens S/Sleeve Shirt M With 50mm Silver Reflective Tape Around The Waist Twice And Around Both Arms;75;0;0;R224,00;R16 800,00;225,0;2025/01/24;2025/09/11;0,3;5,0;Middelburg;13;2;;;;;;
Wadeville;Wad_MW;GLOV;GHGARD2S;Glove Hand Guard II Yellow Per Hand S;42;0;0;R398,83;R16 751,02;99,0;2024/11/20;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212303;MB C/Suit D59 Closed Front Yellow Ladies S127/50 C1LAJ600S59-127/50   50mm Ind Wash Silver Tape Arms/Breasts X On Back;52;0;0;R320,32;R16 656,64;99,0;2023/04/17;2019/11/20;0,0;;;;;;;;;;
Wadeville;Wad_MW;REFL;REFJKTLGR#3XL;Reflective Vest Lime Green With Sleeves-2  3XL Chest Outside Pockets 2 Outside Bottom Pockets  2 Bottom Inside Pockets;244;0;0;R68,04;R16 601,91;732,0;2025/05/09;2026/02/17;0,3;3,0;Middelburg;3;2;Wadeville;244;1;;;
Wadeville;Wad_MW;ANS;58-535/08;Ansell Alphatec Nitrile Gauntlet 356mm Grey/Green S08;169;0;0;R97,98;R16 557,83;99,0;2025/03/19;2024/11/08;0,0;;;;;;;;;;
Wadeville;Wad_MW;REFL;REFJKTOR#M;Reflective Vest Orange With Sleeves-2  M  ;243;0;0;R68,04;R16 533,87;121,5;2025/05/09;2026/03/10;2,0;27,0;Wadeville;243;9;Steelpoort;17;7;Tzaneen;0;5
Wadeville;Wad_MW;MB;MBT1ARC402NOM28;MB Nomex Essential Trs Zero Arc  12.4 Cal S28/72 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure;13;0;0;R1 268,28;R16 487,60;39,0;2024/01/26;2025/06/24;0,3;1,0;Wadeville;13;1;;;;;;
Wadeville;Wad_MW;REFL;REFJKTLGR#S;Reflective Vest Lime Green With Sleeves-2  S Chest Outside Pockets 2 Outside Bottom Pockets  2 Bottom Inside Pockets;240;0;0;R68,04;R16 329,74;99,0;2025/05/09;;0,0;3,0;Potchefstroom;6;3;;;;;;
Wadeville;Wad_MW;MISC;MANBOOKGRV - B;Book - Manual Goods Received Vouchers -Pretoria;280;0;0;R58,00;R16 240,03;99,0;2022/09/05;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212292;MB C/Suit D59 Closed Front Yellow S147/58  C1509600S59-147/58  50mm Ind Wash Silver Tape Arms/Breasts X On Back;39;0;0;R412,50;R16 087,50;99,0;2024/12/13;2024/12/17;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBG1ETX700NOM2XL;MB Nomex Extreme Knitted Golf Shirt Navy 2XL ;10;0;0;R1 600,00;R16 000,00;99,0;2025/03/07;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212290;MB C/Suit D59 Closed Front Yellow S137/54  C1509600S59-137/54   9000001490 50mm Ind Wash Silver Tape Arms/Breasts X On Back;42;0;0;R379,50;R15 939,00;99,0;2024/12/13;2025/01/30;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBJFRD59#34;MB C/Suit Jacket D59 SABS Fern Green S34/87  ;73;4;0;R217,55;R15 880,97;41,4;2025/03/04;2025/12/03;1,7;9,0;Wadeville;77;7;Newcastle;0;2;;;
Wadeville;Wad_MW;MB;MBGOCSEGJ5440;MB C/Suit Gold Range J54 Emerald Green S40/102  ;61;0;0;R260,00;R15 860,00;99,0;2021/06/21;2025/01/27;0,0;;;;;;;;;;
Wadeville;Wad_MW;HARD;STM002C;SafeT - Standard Face Shield Clear 300/Pack From Supplier;3954;0;0;R4,00;R15 816,00;359,5;2020/07/08;2025/11/14;11,0;80,0;Wadeville;5104;80;;;;;;
Wadeville;Wad_MW;COLD;250020941;Underwear Therm L/Johns Ladies Interlock Black S;196;0;0;R80,14;R15 707,44;19,6;2025/06/05;2025/10/28;10,0;97,0;Wadeville;196;36;Pretoria;0;30;Secunda;0;28
Wadeville;Wad_MW;MB;AM2095268;MB B/Suit D59 Ladies Navy/Yell Pink Refl S72/28 Rear Flap Zip And Velcro R1WIM402B59 ;40;0;0;R391,80;R15 672,00;99,0;2023/08/14;2023/06/21;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM2095269;MB B/Suit D59 Ladies Navy/Yell Pink Refl S77/30 Rear Flap Zip And Velcro R1WIM402B59 ;40;0;0;R391,80;R15 672,00;99,0;2023/08/14;2023/06/21;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBS9ARC402ELMM;MB BG9030 Navy Arc Flash Shirt No Tape  M     15Cal/cm and 13Cal/cm Elim Embroidery ;23;0;0;R680,00;R15 640,00;99,0;2024/12/09;;0,0;2,0;Potchefstroom;0;2;;;;;;
Wadeville;Wad_MW;MB;MBS9ARC402ELMXL;MB BG9030 Navy Arc Flash Shirt No Tape  XL     15Cal/cm and 13Cal/cm Elim Embroidery ;23;0;0;R680,00;R15 640,00;99,0;2024/12/09;;0,0;2,0;Potchefstroom;0;2;;;;;;
Wadeville;Wad_MW;MB;AM1886731;MB C/Suit Poly Viscose B/Green Acid Rep S92/36 C150930971T-92/36 Closed Front 50mm Ind Wash Silver Tape Arms/Breasts X On Back;63;0;0;R248,00;R15 624,00;99,0;2019/04/26;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBFJKTREF2XL;MB Freezer Jacket Navy Relflective Tape 2XL;63;0;80;R246,56;R15 533,24;15,3;2025/07/22;2025/11/03;9,3;167,0;Bloemfontein;18;124;Rustenburg;167;22;White River;0;8
Wadeville;Wad_MW;EYE;VS9160G-PB;S/Spec NuMax Green Lens Anti Fog Blue/Silver Frame EN166:2001 (VS9160BGA) ;564;0;0;R27,43;R15 468,37;99,0;2025/07/02;2023/09/21;0,0;690,0;Rustenburg;150;306;Polokwane;235;227;Tzaneen;0;66
Wadeville;Wad_MW;MB;MBT1ARC402NOM42;MB Nomex Essential Trs Zero Arc  12.4Cal S42/107 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure;12;1;0;R1 278,21;R15 338,56;33,0;2024/04/10;2026/01/29;0,3;11,0;Polokwane;18;7;Wadeville;12;1;;;
Wadeville;Wad_MW;HNYW;1011027;S/Spec Honeywell XC Clear Lens A/Fog A/S;120;0;0;R127,10;R15 252,29;36,0;2018/09/12;2025/07/30;3,3;10,0;Wadeville;120;10;;;;;;
Wadeville;Wad_MW;MB;MBTARCBG9035#50;MB Arc Flash BG9035 2Tone Trs Navy/Royal S50/127 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure 19 Cal;21;0;0;R725,34;R15 232,08;99,0;2025/06/06;2024/10/08;0,0;4,0;Richards Bay;6;2;;;;;;
Wadeville;Wad_MW;ANS;11-801/06;Ansell Hyflex Foam Nitrile Palm Coat Black/Grey 06  ;489;0;0;R30,93;R15 126,61;27,2;2025/02/10;2026/01/28;18,0;87,0;Wadeville;489;63;Polokwane;3;24;;;
Wadeville;Wad_MW;ANS;97-200/11;Ansell Activ Armour F/Retard Impact Orange XL S11 50 Cal Black ;23;0;0;R654,10;R15 044,26;99,0;2018/10/26;2018/05/31;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;T53-3210-08;Glove Tilsatec PU Palm Cut C 13g Econo S08 ;324;0;0;R46,31;R15 004,38;99,0;2025/08/26;;0,0;12,0;Secunda;0;12;;;;;;
Wadeville;Wad_MW;MB;AM0212322;MB C/Suit D59 Fern Green F/ Retardant S102/40  C2509317B37-102/40 Zip Front  9000001520 50mm FR Silver Tape Around Both Arms;41;0;0;R364,50;R14 944,38;99,0;2022/10/13;2023/12/13;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212168;MB C/Suit Poly Viscose B/Green Acid Rep S102/40 C150930971T-102/40 Closed Front Arms/Breasts X On Back;50;0;0;R297,82;R14 891,09;99,0;2021/09/15;2023/11/29;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBFSBHD3XL;MB Freezer Suit Navy 1 Piece H/D 3XL;33;5;0;R446,00;R14 718,00;28,0;2025/07/16;2026/03/19;1,0;8,0;Wadeville;33;6;Potchefstroom;3;1;;;
Wadeville;Wad_MW;MB;MBS9MSL600ATFL;MB Two Tone Yel/Navy Mens L/Sleeve Shirt L     With 50mm Silver Reflective Tape Around The Waist Twice And Around Both Arms;60;0;0;R245,00;R14 700,00;30,0;2025/01/24;2026/03/10;2,0;14,0;Wadeville;60;7;Middelburg;12;6;Potchefstroom;0;1
Wadeville;Wad_MW;GLOV;L226558;Glove Bladex Cut 5 Latex Blue Crinkle Coat Palm 08 10g ;328;0;0;R44,63;R14 638,64;99,0;;2022/10/17;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBGOCSEGJ5442;MB C/Suit Gold Range J54 Emerald Green S42/107  ;56;0;0;R260,00;R14 560,00;99,0;2021/12/14;2025/01/27;0,0;2,0;Tzaneen;10;2;;;;;;
Wadeville;Wad_MW;MB;MBFSTRS4XL;MB Freezer Trouser Navy 4XL;87;0;20;R166,77;R14 509,37;160,5;2025/07/02;2026/02/25;0,7;21,0;Tzaneen;5;10;Wadeville;87;4;;;
Wadeville;Wad_MW;MB;MBGOCSAR30;MB C/Suit P/Viscose Acid Resist B/Green S30/77 SABS ;44;0;0;R329,00;R14 476,00;18,9;2025/03/25;2026/02/27;2,3;16,0;Polokwane;7;13;Wadeville;44;2;Pretoria;0;1
Wadeville;Wad_MW;MB;MBTARCBG9035#56;MB Arc Flash BG9035 2Tone Trs Navy/Royal S56/142 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure 19 Cal;20;0;10;R720,83;R14 416,67;99,0;2025/06/06;;0,0;4,0;Steelpoort;0;4;Vereeniging;0;0;;;
Wadeville;Wad_MW;EYE;GB1830ST;Goggle Pyramex V2G Amber Lens A/F-A/S Black Frame 12 Per Box ;156;0;0;R91,99;R14 350,42;156,0;2021/08/18;2025/11/26;1,0;4,0;Wadeville;156;4;;;;;;
Wadeville;Wad_MW;GLOV;T50-6111-09;Glove Tilsatec RhinoYarn Pu Palm Cut F 10g S09 Reinforced Thumb ;186;0;480;R76,68;R14 262,75;29,8;2024/11/22;2026/03/12;22,3;93,0;Wadeville;186;86;Vereeniging;0;4;Pretoria;0;2
Wadeville;Wad_MW;DUPO;PS32LA;D13398912 Dupont Tyvek 500 Sleeve PS32LA 50cm Long 200 Suits Per Case ;1595;0;0;R8,94;R14 254,50;4785,0;2020/11/05;2025/08/07;0,3;1,0;Wadeville;1595;1;;;;;;
Wadeville;Wad_MW;DUPO;D15172668;D15441698 Tyvek 800J White CHA5 Type 3B 2XL Protective Chemical Suit 25/Box;158;0;0;R90,00;R14 220,00;43,1;2022/01/27;2026/01/29;3,7;19,0;Wadeville;158;19;Polokwane;64;0;;;
Wadeville;Wad_MW;GLOV;GSHKV300-11;Glove Showa Kevlar Cut 3 Resistant Natural S11 Rubber Blue/Yellow Coating  ;141;0;0;R100,61;R14 186,01;99,0;2023/08/31;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSJRBJ54REF50;MB C/Suit Jkt J54 R/Blue CW Reflect Tape S50/127  ;80;0;0;R173,95;R13 916,00;99,0;2023/11/14;2021/05/27;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSGC932;MB C/Suit Poly/Cotton C9 Cut 80/20 Grey S32/82;115;0;0;R120,68;R13 878,64;172,5;2025/01/17;2025/03/18;0,7;43,0;Marburg;15;27;Potchefstroom;9;7;;;
Wadeville;Wad_MW;HNYW;1008111;Goggle Honeywell V-MAXX Welding I.R. SH5 HC-AF  ;84;0;0;R162,58;R13 657,11;252,0;2022/08/12;2025/07/30;0,3;1,0;Wadeville;84;1;;;;;;
Wadeville;Wad_MW;MB;MBGOCSN28;MB C/Suit Gold Range P/Cotton 80/20 Navy S28/72  ;89;0;0;R152,25;R13 550,25;267,0;2024/04/22;2025/10/06;0,3;2,0;Wadeville;89;2;;;;;;
Wadeville;Wad_MW;GLOV;GCM5OXL;Glove C Mesh 5 Finger Orange Marker Per Hand XL  ;15;0;0;R902,26;R13 533,95;99,0;2025/04/02;2023/09/19;0,0;;;;;;;;;;
Wadeville;Wad_MW;GUM;XBG25SMW11;Gumboot Stimela XP Blk/Grey STC+ Meta -WCalf S11 XBG25SMW Pink Diamond;33;0;0;R407,60;R13 450,80;24,8;;2025/07/25;1,3;4,0;Wadeville;33;4;;;;;;
Wadeville;Wad_MW;MB;AM1886730;MB C/Suit Poly Viscose B/Green Acid Rep S87/34 C150930971T-87/34 Closed Front  50mm Ind Wash Silver Tape Arms/Breasts X On Back;54;0;0;R248,00;R13 392,00;99,0;2019/04/26;;0,0;;;;;;;;;;
Wadeville;Wad_MW;3M;311-1126;3M Classic SuperFit 30 Corded (PolyBag) SNR33dB 7071514957;3800;0;0;R3,52;R13 376,00;99,0;;2022/02/10;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212205;MB B/Suit D59 Red Artisan S127/50  A1ANG500B59-127/50  90000028969;38;0;0;R350,70;R13 326,60;99,0;2023/06/09;2023/06/13;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;FBB4200809;Safety Boot Bova Smelters Metaguard STC Black S09  ;9;0;0;R1 477,81;R13 300,26;27,0;2025/03/11;2025/10/20;0,3;197,0;White River;0;140;Rustenburg;10;37;Steelpoort;0;15
Wadeville;Wad_MW;ANS;80-400/10;Ansell Powerflex Rubber Palm Coat Glove (Cold) S10  ;192;0;0;R69,26;R13 297,92;99,0;;2025/01/16;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;52276003;S/Boot Steel Blue Southern Cross Ladies Purple S03;8;0;0;R1 650,23;R13 201,81;99,0;2019/06/25;2023/01/31;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0856441;MB B/Suit D59 F/Retardant F/Green S132/52 A1ANG317B37-132/52  9000002217 ;28;0;0;R471,15;R13 192,25;99,0;2024/09/16;2025/01/28;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBTARCBG9035#52;MB Arc Flash BG9035 2Tone Trs Navy/Royal S52/132 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure 19 Cal;18;0;0;R732,30;R13 181,43;99,0;2025/06/06;2024/08/02;0,0;4,0;Marburg;0;3;Vereeniging;4;1;;;
Wadeville;Wad_MW;JACK;BLA4-JACOC#S;Jacket Blaze 4in1 Trumarc Orange/Charcoal S;20;0;20;R652,60;R13 052,00;99,0;2025/07/22;2024/11/21;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSGC930;MB C/Suit Poly/Cotton C9 Cut 80/20 Grey S30/77;108;0;0;R120,71;R13 037,21;99,0;2024/05/09;2024/10/11;0,0;2,0;Tzaneen;130;2;;;;;;
Wadeville;Wad_MW;DISP;MCY;"Mop Cap Double Elastic 18"" Yellow 100/Pack";869;0;0;R15,00;R13 035,00;86,9;2021/10/22;2026/02/19;10,0;192,0;Bloemfontein;83;146;Wadeville;869;45;Marburg;0;1
Wadeville;Wad_MW;MB;MBGOCSEGJ5432;MB C/Suit Gold Range J54 Emerald Green S32/82  ;50;0;0;R260,00;R13 000,00;99,0;2021/12/14;2025/01/27;0,0;;;;;;;;;;
Wadeville;Wad_MW;ANS;48-101/10;Ansell Senslite PU Palm Coated Black 4131 S10  ;801;0;0;R16,20;R12 977,72;99,0;2018/07/10;2025/01/31;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;W31210208;S/Boot Steel Blue Argyle STC Whisky S08;9;0;0;R1 427,27;R12 845,42;99,0;2018/12/03;2024/11/18;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSTNAF60;MB C/Suit Trouser D59FA Navy Sasol Spec S60/152  ;57;0;0;R225,00;R12 825,00;57,0;2025/06/20;2026/03/04;1,0;21,0;Vereeniging;35;9;Wadeville;57;8;Richards Bay;0;2
Wadeville;Wad_MW;MB;AM2095282;MB B/Suit D59 Ladies Navy/Yell Pink Refl S142/56 Rear Flap Zip And Velcro R1WIM402B59 ;27;0;0;R474,27;R12 805,34;99,0;2023/08/14;2022/11/03;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;GHIGHVIZ/07;Glove Rhino Yellow Polyester PU Coating S07;948;0;0;R13,48;R12 780,17;81,3;2022/03/03;2026/01/12;11,7;112,0;Wadeville;948;78;Bloemfontein;140;20;Middelburg;0;14
Wadeville;Wad_MW;GLOV;GSH383-07;Glove Showa Microporous Nitrile With EBT S07 And Embossed S-Shaped Palm Finish;181;0;0;R70,42;R12 746,15;99,0;2023/05/25;2023/11/17;0,0;;;;;;;;;;
Wadeville;Wad_MW;ANS;11-423/07;Ansell Hyflex Cut3 Grey/Yellow PU/Nitrile Palm S07 S 4322 (EX P3000 Puretough) Intercept 12 Pairs P/Bag 144 Pairs/Case          ;144;0;0;R88,38;R12 727,18;99,0;2025/08/18;;0,0;8496,0;Kathu;0;8496;;;;;;
Wadeville;Wad_MW;MB;AM0757688;MB B/Suit D59 Royal Blue S162/64 A1ANG406B59-162/64;34;0;0;R373,42;R12 696,28;99,0;2020/10/13;2020/10/16;0,0;;;;;;;;;;
Wadeville;Wad_MW;ANS;37-675/10;Ansell Sol-Vex Flocked Green NBR Nitrile Chem S10 330mm;459;0;0;R27,64;R12 688,88;13,8;2025/05/12;2026/03/05;33,3;200,0;Wadeville;459;200;;;;;;
Wadeville;Wad_MW;GLOV;GLPCS;Glove Pigskin Candy Stripe;605;0;3600;R20,94;R12 667,79;25,2;2024/01/09;2026/02/25;166,7;8277,0;Vereeniging;1015;4913;Richards Bay;154;1025;Middelburg;0;840
Wadeville;Wad_MW;3M;HF-801SD;3M Secure Click Respirator Half Face HF-801SD S 10 Per case UU009621507 ;22;0;0;R572,78;R12 601,23;99,0;2025/07/16;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBJ0ARC402NOM60;MB Arc  Zero Jac Nomex Essential 12.4Cal S60/152 50mm Silver FR Tape Around Two Breast Pockets  Flap And Two Side Pockets FR Velcro Closure;9;0;0;R1 399,25;R12 593,25;99,0;2022/03/03;2024/09/02;0,0;;;;;;;;;;
Wadeville;Wad_MW;ANS;27-602/10;Ansell Hycron Fully Coated Nitrile K/Wrist S10  ;252;0;0;R49,79;R12 546,74;99,0;2024/03/28;2023/09/05;0,0;408,0;Bloemfontein;52;310;Pretoria;24;92;Tzaneen;0;6
Wadeville;Wad_MW;ANS;37-185/08;Ansell Sol-Vex Green Nitrile Chem Glove 455mm S08  ;178;0;0;R69,96;R12 452,84;26,7;2023/12/07;2026/01/23;6,7;110,0;Newcastle;10;50;Wadeville;180;32;Pretoria;0;13
Wadeville;Wad_MW;MB;MBGOCSTRD28;MB C/Suit Gold Range Trouser Denim 12Oz S28/72  ;92;0;0;R135,00;R12 420,00;13,1;;2026/02/11;7,0;50,0;Wadeville;92;40;Potchefstroom;0;10;;;
Wadeville;Wad_MW;ANS;11-800/10;Ansell Hyflex Foam Nitrile Palm Coat Grey/White 10 Dove;295;0;0;R41,84;R12 343,00;88,5;2024/12/10;2025/09/02;3,3;14,0;Wadeville;295;10;Tzaneen;40;2;;;
Wadeville;Wad_MW;RESP;DMGRN9603FFP3RH;Dust Mask Greenline Rhino FFP3 Welding Cup Style  2 Per Pack P/N 9603 Price Per Each;316;0;0;R39,00;R12 324,00;15,8;2023/07/05;2026/01/30;20,0;138,0;Wadeville;316;138;;;;;;
Wadeville;Wad_MW;UVEX;9128265;S/Spec Uvex Pheos Nxt Clear Anthracite Blue Frame Supravision Excellence ;140;0;0;R87,80;R12 292,00;22,1;2024/09/17;2026/02/13;6,3;1189,0;Pretoria;0;1120;Rustenburg;0;40;Wadeville;0;20
Wadeville;Wad_MW;ANS;11-925/08;Ansell Hyflex Oil Repell Nitrile Palm Coat S08 Blue (3111);304;0;0;R40,31;R12 252,76;15,2;2019/07/10;2025/08/20;20,0;121,0;Wadeville;304;61;Secunda;0;60;;;
Wadeville;Wad_MW;MB;MBGOCSRBJ5442;MB C/Suit Gold Range J54 Royal Blue S42/107  ;43;0;0;R284,79;R12 245,89;21,5;2025/03/06;2025/09/19;2,0;104,0;Phalaborwa;18;76;Bloemfontein;6;12;White River;0;8
Wadeville;Wad_MW;MB;MBJ0ARC402NOM52;MB Arc  Zero Jac Nomex Essential 12.4Cal S52/132 50mm Silver FR Tape Around Two Breast Pockets  Flap And Two Side Pockets FR Velcro Closure;9;0;0;R1 359,13;R12 232,21;99,0;2023/06/05;2024/01/22;0,0;17,0;Polokwane;3;17;;;;;;
Wadeville;Wad_MW;MB;AM900002874;MB B/Suit D59 Red Artisan S152/60 A1ANG500B59-152/60  9000002874;28;0;0;R434,20;R12 157,60;99,0;2023/06/09;2024/07/09;0,0;;;;;;;;;;
Wadeville;Wad_MW;EYE;G404T;Goggle Pyramex Top Shelf ClrLens Foam Padded H2X  ;189;0;0;R64,04;R12 103,41;113,4;2021/08/18;2025/12/04;1,7;10,0;Wadeville;190;10;;;;;;
Wadeville;Wad_MW;MISC;OVERVIEW;Brochure - Pienaar Bros Overivew (4 pages)  ;4000;0;0;R3,02;R12 080,00;99,0;2018/09/17;2019/05/09;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212280;MB C/Suit D59 Closed Front Yellow S82/32 C1509600S59-82/32 9000001480 50mm Ind Wash Silver Tape Arms/Breasts X On Back;47;0;0;R255,93;R12 028,66;99,0;2019/05/22;2022/02/08;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBS9MSL600ATFXL;MB Two Tone Yel/Navy Mens L/Sleeve Shirt XL     With 50mm Silver Reflective Tape Around The Waist Twice And Around Both Arms;49;0;0;R245,00;R12 005,00;29,4;2025/01/24;2025/10/01;1,7;13,0;Middelburg;9;6;;;;;;
Wadeville;Wad_MW;ANS;79-700/08;Ansell Viirtex Reusable Blue Nitrile Glove S08  ;552;0;0;R21,69;R11 970,98;16,6;2025/07/23;2025/10/27;33,3;180,0;Wadeville;552;180;;;;;;
Wadeville;Wad_MW;MB;MBGOCSRBJ54REF50;MB C/Suit Gold Range J54 R/Blue C/W Refl S50/127  ;40;2;0;R299,01;R11 960,23;99,0;2025/07/28;2023/06/22;0,0;21,0;Bloemfontein;4;10;Middelburg;0;5;Polokwane;0;3
Wadeville;Wad_MW;MB;AM0856445;MB B/Suit D59 F/Retardant F/Green S152/60 A1ANG317B37-152/60  9000002221;23;0;0;R519,82;R11 955,77;99,0;2024/02/20;2023/11/08;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBTRBD5930;MB C/Suit Trouser D59 SABS Royal Blue S30/77  ;67;0;0;R178,27;R11 944,02;201,0;2023/02/06;2026/02/26;0,3;1,0;Wadeville;67;1;;;;;;
Wadeville;Wad_MW;MB;MBJRBD5948;MB C/Suit Jacket D59 Royal Blue SABS S48/122  ;80;0;0;R149,00;R11 920,00;99,0;;2024/09/16;0,0;1,0;Vereeniging;7;1;;;;;;
Wadeville;Wad_MW;MB;AM0212308;MB B/Suit D59 Orange S107/42  A1ANG800I59-107/42  9000001507;35;0;0;R340,00;R11 900,00;26,3;2024/09/09;2026/02/11;1,3;10,0;Wadeville;35;6;Secunda;5;4;;;
Wadeville;Wad_MW;MB;MBT1ARC402NOM58;MB Nomex Essential Trs Zero Arc  12.4Cal S58/147 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure;10;0;0;R1 190,00;R11 900,00;99,0;2022/02/25;;0,0;;;;;;;;;;
Wadeville;WadSerNDCen_MW;MB;AM0212245;MB B/Suit D59 Yellow S87/34  A1ANG600S59-87/34   9000001455;38;0;0;R311,89;R11 851,75;19,0;;;2,0;4,0;Wadeville;147;4;;;;;;
Wadeville;Wad_MW;ANS;53-001/07;Ansell AlphaTec Nylon Neoprene And Nitrile S07  ;103;0;0;R113,76;R11 717,31;99,0;2021/08/19;2024/01/24;0,0;12,0;Secunda;1;12;;;;;;
Wadeville;Wad_MW;MB;MBCSCBC944;MB C/Suit Poly/Cotton C9 Cut 80/20 Brown S44/112;97;0;120;R120,55;R11 693,62;99,0;2025/06/23;2023/04/18;0,0;220,0;Tzaneen;106;207;Potchefstroom;6;13;;;
Wadeville;Wad_MW;MB;MBJFRD59#42;MB C/Suit Jacket D59 SABS Fern Green S42/107  ;54;2;0;R216,00;R11 664,00;19,5;2025/03/04;2026/03/11;2,7;17,0;Wadeville;56;11;Newcastle;2;6;;;
Wadeville;Wad_MW;EAR;EM/CUSHION;Earmuff Cushions;400;0;0;R29,13;R11 653,95;99,0;2025/08/07;;0,0;;;;;;;;;;
Wadeville;Wad_MW;OBS;PB95MB;PB95 Cloth Mask Pleated Blue Head Band & 4 Filter  Re-Breather Sheets - One Size Fits All;11600;0;0;R1,00;R11 600,00;174,0;2020/10/20;2025/03/14;66,7;243,0;Wadeville;13000;200;Pretoria;256;40;Secunda;0;3
